0	7
1	3
2	8
3	2
4	2
5	9
6	8
7	3
8	5
9	5
10	0
11	2
12	7
13	4
14	5
15	9
16	0
17	9
18	2
19	5
20	2
21	9
22	9
23	4
24	0
25	4
26	4
27	0
28	3
29	4
30	4
31	4
32	3
33	7
34	0
35	4
36	1
37	2
38	8
39	4
40	4
41	5
42	4
43	5
44	2
45	0
46	9
47	7
48	0
49	9
50	9
51	2
52	4
53	7
54	4
55	3
56	4
57	0
58	4
59	3
60	9
61	4
62	2
63	8
64	2
65	9
66	4
67	8
68	2
69	9
70	5
71	2
72	4
73	0
74	2
75	9
76	1
77	4
78	9
79	4
80	0
81	4
82	4
83	2
84	0
85	4
86	7
87	2
88	9
89	4
90	9
91	8
92	4
93	9
94	2
95	4
96	9
97	1
98	9
99	2
100	2
101	9
102	2
103	0
104	2
105	3
106	1
107	2
108	5
109	9
110	5
111	4
112	4
113	2
114	1
115	1
116	8
117	2
118	4
119	4
120	8
121	0
122	4
123	2
124	3
125	4
126	1
127	8
128	4
129	0
130	9
131	2
132	1
133	2
134	1
135	1
136	4
137	5
138	0
139	2
140	4
141	4
142	2
143	5
144	3
145	4
146	4
147	9
148	4
149	0
150	6
151	5
152	4
153	4
154	2
155	2
156	3
157	4
158	5
159	9
160	1
161	9
162	9
163	9
164	2
165	4
166	0
167	3
168	9
169	2
170	9
171	5
172	2
173	4
174	2
175	6
176	2
177	0
178	2
179	5
180	0
181	9
182	4
183	9
184	2
185	2
186	6
187	2
188	9
189	4
190	1
191	4
192	4
193	0
194	6
195	4
196	5
197	4
198	9
199	4
200	0
201	2
202	5
203	2
204	1
205	0
206	5
207	4
208	1
209	4
210	2
211	4
212	4
213	0
214	2
215	9
216	2
217	4
218	6
219	0
220	2
221	0
222	9
223	9
224	5
225	2
226	9
227	9
228	2
229	2
230	4
231	2
232	2
233	8
234	8
235	3
236	7
237	9
238	4
239	4
240	2
241	7
242	4
243	1
244	0
245	2
246	0
247	7
248	5
249	8
250	6
251	4
252	2
253	2
254	9
255	3
256	9
257	5
258	4
259	4
260	4
261	4
262	0
263	0
264	2
265	4
266	4
267	0
268	4
269	4
270	6
271	2
272	2
273	8
274	4
275	2
276	4
277	9
278	4
279	4
280	4
281	5
282	6
283	9
284	8
285	9
286	8
287	4
288	9
289	9
290	0
291	8
292	8
293	4
294	4
295	2
296	4
297	4
298	0
299	0
300	5
301	2
302	2
303	4
304	4
305	4
306	4
307	2
308	9
309	2
310	7
311	4
312	5
313	5
314	7
315	4
316	9
317	9
318	4
319	2
320	2
321	2
322	4
323	5
324	6
325	5
326	2
327	4
328	6
329	2
330	4
331	9
332	4
333	4
334	9
335	8
336	4
337	4
338	8
339	7
340	2
341	2
342	4
343	4
344	2
345	5
346	9
347	0
348	2
349	9
350	4
351	7
352	8
353	8
354	4
355	0
356	2
357	0
358	3
359	1
360	7
361	4
362	6
363	2
364	2
365	4
366	2
367	2
368	2
369	9
370	7
371	4
372	9
373	9
374	8
375	5
376	8
377	4
378	6
379	1
380	5
381	4
382	4
383	2
384	4
385	0
386	2
387	4
388	3
389	5
390	5
391	4
392	4
393	6
394	1
395	4
396	4
397	9
398	2
399	2
400	1
401	5
402	4
403	9
404	4
405	4
406	2
407	2
408	4
409	2
410	2
411	2
412	1
413	8
414	4
415	2
416	2
417	3
418	9
419	9
420	4
421	0
422	9
423	9
424	4
425	2
426	4
427	4
428	2
429	2
430	5
431	2
432	9
433	2
434	2
435	4
436	8
437	2
438	5
439	1
440	8
441	2
442	0
443	8
444	4
445	2
446	2
447	0
448	4
449	2
450	9
451	3
452	4
453	9
454	4
455	5
456	2
457	0
458	5
459	9
460	5
461	5
462	5
463	2
464	8
465	0
466	2
467	8
468	2
469	2
470	9
471	4
472	2
473	4
474	2
475	5
476	5
477	9
478	9
479	4
480	3
481	2
482	2
483	2
484	4
485	2
486	9
487	4
488	2
489	5
490	9
491	4
492	0
493	8
494	0
495	8
496	2
497	4
498	5
499	4
500	5
501	2
502	4
503	5
504	4
505	0
506	4
507	5
508	6
509	8
510	2
511	4
512	2
513	5
514	2
515	9
516	2
517	9
518	5
519	4
520	4
521	4
522	4
523	4
524	4
525	4
526	4
527	4
528	2
529	5
530	0
531	4
532	4
533	2
534	4
535	8
536	9
537	1
538	2
539	8
540	5
541	4
542	3
543	5
544	5
545	1
546	8
547	7
548	5
549	1
550	9
551	5
552	1
553	4
554	3
555	2
556	4
557	9
558	2
559	4
560	2
561	6
562	8
563	4
564	2
565	7
566	2
567	4
568	4
569	4
570	2
571	7
572	2
573	3
574	4
575	9
576	4
577	1
578	2
579	2
580	4
581	2
582	7
583	8
584	7
585	9
586	4
587	9
588	5
589	9
590	7
591	7
592	7
593	8
594	2
595	1
596	9
597	4
